// SpatialAnalyzer SA 2021.3.1012.1 ( x64 )  
// Points Relative to Coordinate Frame 'Messung::WORLD'
// AXES = CARTESIAN: X,  Y,  Z (mm)
// Collection,  Group,  Point,  X,  Y,  Z,  [Planar Offset],  [Radial Offset],  [Timestamp],  [Notes],  [Most Recent Active Measurement Details]

Messung,  new 1,  RMU1142,  -208173.430000,  614455.720000,  8968.440000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1143,  -208500.190000,  612652.510000,  8968.560000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1151,  -213768.260000,  613791.440000,  8968.380000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1152,  -212044.160000,  613919.880000,  8968.410000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1153,  -211000.410000,  612413.640000,  8968.420000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1161,  -215530.720000,  609493.160000,  8968.540000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1162,  -214402.720000,  610803.330000,  8968.590000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1163,  -212599.470000,  610476.720000,  8968.570000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1171,  -213738.190000,  605208.090000,  8968.700000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1172,  -213866.820000,  606932.180000,  8968.700000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1173,  -212360.710000,  607976.100000,  8968.550000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1181,  -209440.700000,  603445.690000,  8969.100000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1182,  -210750.650000,  604573.940000,  8968.990000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMU1183,  -210423.690000,  606377.130000,  8968.780000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMZ,  -209462.000000,  609515.000000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RMZU,  -209461.590000,  609514.700000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  RVA,  -214069.820000,  608773.820000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  SINDRUM,  -232862.140000,  680795.550000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  SPEK2,  -186104.160000,  717600.330000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Strahlhoehe Ring,  -209462.000000,  609515.000000,  11507.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TEMP1,  -230224.640000,  644569.570000,  11837.250000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TEMP2,  -226735.690000,  644357.330000,  11800.710000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TGTB,  -184709.490000,  657565.390000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TGTE,  -228421.750000,  653307.250000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TGTG,  -200707.000000,  653847.880000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TGTM,  -212307.600000,  645793.100000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TGTN,  -179087.230000,  694649.010000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  TSA,  -219509.240000,  635640.600000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN_S1,  -174451.340000,  671332.590000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN_S2,  -174379.970000,  671315.570000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN_S3,  -174955.600000,  674188.250000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN_S4,  -174511.590000,  664264.860000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN_S5,  -180641.950000,  664259.980000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN_S6,  -179436.100000,  669957.000000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN1,  -175926.780000,  658628.390000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN11,  -168095.540000,  660721.870000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN12,  -181842.990000,  649961.470000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN13,  -182079.250000,  660711.130000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN14,  -188982.210000,  660709.340000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN15,  -196670.100000,  657770.060000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN16,  -188945.210000,  649968.950000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN17,  -175101.910000,  649960.450000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN18,  -175096.850000,  660713.730000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN2,  -175921.660000,  656573.780000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN3,  -166570.740000,  659172.830000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN4,  -166574.760000,  655953.860000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN6,  -167472.900000,  652666.970000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN7,  -172642.940000,  650479.710000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UCN9,  -175533.540000,  660078.070000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  UPC,  -234936.060000,  609881.710000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V1C,  -230437.320000,  612479.060000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V2,  -220670.000000,  607502.400000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V2 / RPA,  -211236.840000,  609363.490000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V3 / ANC,  -210518.170000,  609540.700000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V4 / AND1,  -208297.570000,  608906.500000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V5 / AND2,  -207591.500000,  609371.120000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V6 / AHA,  -205149.390000,  610295.280000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V7 / AHB,  -204971.280000,  611621.640000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  V8 / AHC,  -201237.000000,  616532.880000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Vertex_KK,  -183761.490000,  657565.390000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  Vertex_UCN_TG,  -181439.490000,  657565.390000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  WAG1,  -229076.550000,  645563.690000,  10021.140000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  WAG2,  -227878.000000,  645661.790000,  10023.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  PIM3_1,  -211881.470000,  656724.550000,  506.190000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  PIM3_2,  -211880.440000,  656710.740000,  -897.340000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  PIM3_3,  -205313.970000,  662983.380000,  524.470000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  PIM3_4,  -205290.870000,  662950.860000,  -1012.230000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  new 1,  PIM3_5,  -205580.450000,  659270.370000,  438.610000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  30-11,  -211065.999000,  631163.800000,  10047.441000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  36-20,  -219751.056000,  636699.892000,  10047.138000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  K-38-15,  -215467.221000,  639629.884000,  12328.542000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  PIM1_1,  -219341.273000,  634220.937000,  12555.941000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  PIM1_2,  -217484.011000,  637165.571000,  11985.648000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  PIM1_3,  -210424.773000,  636056.475000,  11393.407000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  PIM1_4,  -212002.977000,  634744.136000,  12019.802000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  38-15,  -215467.755000,  639629.058000,  10044.431000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  ASM11,  -220549.750000,  646152.960000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  ASM12,  -223135.820000,  637950.990000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  TSA,  -219509.240000,  635640.600000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex-90,  -220583.840000,  633953.818000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex-89,  -219509.240000,  635640.600000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex-60,  -219596.480000,  633642.504000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex-30,  -218585.744000,  633866.578000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex-29,  -219509.240000,  635640.600000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex0,  -217822.458000,  634566.000000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex30,  -217511.144000,  635553.360000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex31,  -219509.240000,  635640.600000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex60,  -217735.218000,  636564.096000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
Messung,  PiM1_Netz_20130205.txt,  Vertex90,  -218434.640000,  637327.382000,  11500.400000,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 30-11,  -211065.989251,  631163.790877,  10047.400999,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 36-20,  -219750.966871,  636699.866289,  10047.164513,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 38-15,  -215467.708700,  639629.084267,  10044.439107,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: K-30-11,  -211065.562277,  631164.287859,  12337.616028,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: K-38-15,  -215467.221081,  639629.916398,  12328.474147,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_1,  -219341.048116,  634221.119250,  12555.852834,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_2,  -217484.070565,  637165.562853,  11985.684635,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_3,  -210424.864051,  636056.518971,  11393.412865,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_4,  -212002.971482,  634744.076341,  12019.832735,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_5,  -212044.845885,  634633.220599,  10084.829377,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_6,  -213239.612352,  633458.258029,  11890.958925,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_7,  -214996.261168,  631137.928070,  11928.915452,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_8,  -217681.961465,  627443.817184,  11925.313278,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: PIM1_9,  -219469.892830,  632945.106361,  12085.784634,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: Drehzentrum,  -217148.401224,  634136.613852,  11500.304471,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 12-2,  -217391.450493,  633225.858420,  11055.356624,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 12-3,  -216648.842792,  633196.978010,  11055.814970,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 12-7,  -216588.076790,  633191.429927,  10226.336394,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 12-6,  -218089.726967,  633253.915083,  10226.963208,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 12-5,  -217378.133564,  633227.988621,  11956.856334,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  STEP Pkte,  product-name: 12-4,  -216648.634193,  633201.493573,  11957.235093,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  30-11,  -211065.989251,  631163.790877,  10047.400999,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  36-20,  -219750.966871,  636699.866289,  10047.164513,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  38-15,  -215467.708700,  639629.084267,  10044.439107,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  K-30-11,  -211065.562277,  631164.287859,  12337.616028,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  K-38-15,  -215467.221081,  639629.916398,  12328.474147,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_1,  -219341.048116,  634221.119250,  12555.852834,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_2,  -217484.070565,  637165.562853,  11985.684635,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_3,  -210424.864051,  636056.518971,  11393.412865,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_4,  -212002.971482,  634744.076341,  12019.832735,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_5,  -212044.845885,  634633.220599,  10084.829377,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_6,  -213239.612352,  633458.258029,  11890.958925,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_7,  -214996.261168,  631137.928070,  11928.915452,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_8,  -217681.961465,  627443.817184,  11925.313278,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  PIM1_9,  -219469.892830,  632945.106361,  12085.784634,  0.000000,  0.000000,  00:00:00,  ,  
20191028,  829.txt,  Drehzentrum,  -217148.401224,  634136.613852,  11500.304471,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: T4,  -218190.888628,  633323.951077,  11005.850431,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: 12-2,  -217391.433900,  633225.922827,  11055.338840,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: 12-5,  -217378.150980,  633227.921888,  11956.857704,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: 12-3,  -216648.869705,  633196.938337,  11055.818056,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: 12-7,  -216588.078424,  633191.417273,  10226.335048,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: 12-4,  -216648.604824,  633201.548226,  11957.249767,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: T1,  -216366.937283,  633256.338394,  11905.699436,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: T2,  -216367.382123,  633252.116760,  11000.469564,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte,  product-name: T3,  -216365.833534,  633228.439066,  10178.958080,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 30-11,  -211065.989251,  631163.790877,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 36-20,  -219750.966871,  636699.866289,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 38-15,  -215467.708700,  639629.084267,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: K-30-11,  -211065.562277,  631164.287859,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: K-38-15,  -215467.221081,  639629.916398,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_1,  -219341.048116,  634221.119250,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_2,  -217484.070565,  637165.562853,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_3,  -210424.864051,  636056.518971,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_4,  -212002.971482,  634744.076341,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_5,  -212044.845885,  634633.220599,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_6,  -213239.612352,  633458.258029,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_7,  -214996.261168,  631137.928070,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_8,  -217681.961465,  627443.817184,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: PIM1_9,  -219469.892830,  632945.106361,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: Drehzentrum,  -217148.401224,  634136.613852,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 12-2,  -217391.450493,  633225.858420,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 12-3,  -216648.842792,  633196.978010,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 12-7,  -216588.076790,  633191.429927,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 12-6,  -218089.726967,  633253.915083,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 12-5,  -217378.133564,  633227.988621,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
20191030,  STEP Pkte1,  product-name: 12-4,  -216648.634193,  633201.493573,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
